,Unnamed: 0,vintage,country,county,designation,points,price,province,title,variety,winery
176,176,1998,Chile,,Concepcion Reserva,86,11.0,Maule Valley,Francisco Gillmore 1998 Concepcion Reserva Cabernet Sauvignon (Maule Valley),Cabernet Sauvignon,Francisco Gillmore
177,177,1998,France,Champagne,Chardonnay Blanc de Blancs Brut,89,40.0,Champagne,Nicolas Feuillatte 1998 Chardonnay Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Nicolas Feuillatte
178,178,1998,US,Willamette Valley,Louise Vineyard,88,39.0,Oregon,Cristom 1998 Louise Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Cristom
179,179,1998,US,Russian River Valley,Collins Vineyard,90,26.0,California,Limerick Lane 1998 Collins Vineyard Zinfandel (Russian River Valley),Zinfandel,Limerick Lane
180,180,1998,Portugal,,Couto de Frades,85,10.0,Vinho Verde,Quintas de Melgaco 1998 Couto de Frades Alvarinho (Vinho Verde),Alvarinho,Quintas de Melgaco
181,181,1998,US,Dry Creek Valley,Winemaker's Reserve,89,25.0,California,Chateau Souverain 1998 Winemaker's Reserve Zinfandel (Dry Creek Valley),Zinfandel,Chateau Souverain
182,182,1998,France,Pernand-Vergelesses,Premier Cru Les Vergelesses,92,33.0,Burgundy,Laleure-Piot 1998 Premier Cru Les Vergelesses (Pernand-Vergelesses),Pinot Noir,Laleure-Piot
183,183,1998,France,Champagne,Brut Saphir 1.5 liters,92,,Champagne,Louis Barthelemy 1998 Brut Saphir 1.5 liters (Champagne),Champagne Blend,Louis Barthelemy
184,184,1998,Italy,Vino Nobile di Montepulciano,,87,29.0,Tuscany,Poliziano 1998 Vino Nobile di Montepulciano,Sangiovese,Poliziano
185,185,1998,Australia,South Eastern Australia,,88,9.0,Australia Other,Stonehaven 1998 Shiraz (South Eastern Australia),Shiraz,Stonehaven
186,186,1998,South Africa,,,87,20.0,Stellenbosch,Longridge 1998 Pinotage (Stellenbosch),Pinotage,Longridge
187,187,1998,US,California,Marissa Vineyard,85,16.0,California,Vigil 1998 Marissa Vineyard Zinfandel (California),Zinfandel,Vigil
188,188,1998,France,Puligny-Montrachet,Les Referts Premier Cru,92,55.0,Burgundy,Louis Latour 1998 Les Referts Premier Cru (Puligny-Montrachet),Chardonnay,Louis Latour
189,189,1998,US,Fiddletown,,85,18.0,California,Sobon Estate 1998 Zinfandel (Fiddletown),Zinfandel,Sobon Estate
190,190,1998,US,Knights Valley,,87,25.0,California,Beringer 1998 Cabernet Sauvignon (Knights Valley),Cabernet Sauvignon,Beringer
191,191,1998,US,Oregon,Premier Cuvee,90,39.0,Oregon,Archery Summit 1998 Premier Cuvee Pinot Noir (Oregon),Pinot Noir,Archery Summit
192,192,1998,US,Sonoma County,Thomas Road Vineyard,90,50.0,California,Iron Horse 1998 Thomas Road Vineyard Pinot Noir (Sonoma County),Pinot Noir,Iron Horse
193,193,1998,US,California,Reserve White,83,7.0,California,Glen Ellen 1998 Reserve White Zinfandel (California),Zinfandel,Glen Ellen
194,194,1998,France,Bordeaux Blanc,Reserve,88,10.0,Bordeaux,Calvet 1998 Reserve (Bordeaux Blanc),Bordeaux-style White Blend,Calvet
195,195,1998,Italy,Chianti Classico,,84,11.0,Tuscany,Piccini 1998 Chianti Classico,Sangiovese,Piccini
196,196,1998,US,California,,85,8.0,California,Talus 1998 Zinfandel (California),Zinfandel,Talus
197,197,1998,US,Willamette Valley,Spirit House,88,50.0,Oregon,Argyle 1998 Spirit House Pinot Noir (Willamette Valley),Pinot Noir,Argyle
198,198,1998,US,Dry Creek Valley,Rockpile Road,90,19.0,California,Rosenblum 1998 Rockpile Road Zinfandel (Dry Creek Valley),Zinfandel,Rosenblum
199,199,1998,US,Paso Robles,,87,22.0,California,Savannah-Chanelle 1998 Zinfandel (Paso Robles),Zinfandel,Savannah-Chanelle
200,200,1998,US,Sonoma County,Old Vines,86,19.0,California,Dry Creek Vineyard 1998 Old Vines Zinfandel (Sonoma County),Zinfandel,Dry Creek Vineyard
201,201,1998,Chile,,Reserva,85,12.0,Maipo Valley,Portal Del Alto 1998 Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Portal Del Alto
202,202,1998,Chile,,Reserva,82,12.0,Maipo Valley,Undurraga 1998 Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Undurraga
203,203,1998,Italy,Morellino di Scansano,Riserva,88,19.0,Tuscany,Val delle Rose 1998 Riserva (Morellino di Scansano),Sangiovese,Val delle Rose
204,204,1998,France,Champagne,Millesime Brut,93,95.0,Champagne,Henriot 1998 Millesime Brut (Champagne),Champagne Blend,Henriot
205,205,1998,US,Willamette Valley,,84,22.0,Oregon,Secret House 1998 Pinot Noir (Willamette Valley),Pinot Noir,Secret House
206,206,1998,US,Dry Creek Valley,Reserve Late Harvest,86,19.0,California,Geyser Peak 1998 Reserve Late Harvest Riesling (Dry Creek Valley),Riesling,Geyser Peak
207,207,1998,France,Cotes du Luberon,Estate Bottled,87,10.0,Rhone Valley,Chateau Val Joanis 1998 Estate Bottled Red (Cotes du Luberon),Rhone-style Red Blend,Chateau Val Joanis
208,208,1998,US,North Fork of Long Island,,82,18.0,New York,Hargrave 1998 Merlot (North Fork of Long Island),Merlot,Hargrave
209,209,1998,France,Cotes du Rhone,Domaine Grand Veneur,86,9.0,Rhone Valley,Alain Jaume et Fils 1998 Domaine Grand Veneur Red (Cotes du Rhone),Rhone-style Red Blend,Alain Jaume et Fils
210,210,1998,US,Sonoma County,,82,15.0,California,Sonoma Creek 1998 Pinot Noir (Sonoma County),Pinot Noir,Sonoma Creek
211,211,1998,US,Willamette Valley,Bryan Creek Vineyard,88,40.0,Oregon,Adelsheim 1998 Bryan Creek Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Adelsheim
212,212,1998,France,Champagne,Grand Siecle Cuvee Alexandra Rose Brut,93,300.0,Champagne,Laurent-Perrier 1998 Grand Siecle Cuvee Alexandra Rose Brut (Champagne),Champagne Blend,Laurent-Perrier
213,213,1998,Italy,Chianti Colli Senesi,,84,11.0,Tuscany,Gattavecchi 1998 Chianti Colli Senesi,Sangiovese,Gattavecchi
214,214,1998,US,Willamette Valley,Reserve,91,36.0,Oregon,Cristom 1998 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Cristom
215,215,1998,US,Paso Robles,,89,18.0,California,Bridlewood 1998 Syrah (Paso Robles),Syrah,Bridlewood
216,216,1998,US,Paso Robles,South Ridge Vineyard,83,25.0,California,Kynsi 1998 South Ridge Vineyard Syrah (Paso Robles),Syrah,Kynsi
217,217,1999,US,Russian River Valley,Aquarius Ranch,86,24.0,California,McIlroy 1999 Aquarius Ranch Pinot Noir (Russian River Valley),Pinot Noir,McIlroy
218,218,1999,US,Rogue Valley,Pompadour Vineyard,84,25.0,Oregon,Weisinger's of Ashland 1999 Pompadour Vineyard Cabernet Franc (Rogue Valley),Cabernet Franc,Weisinger's of Ashland
219,219,1999,US,Santa Barbara County,,91,25.0,California,Laetitia 1999 Pinot Noir (Santa Barbara County),Pinot Noir,Laetitia
220,220,1999,Spain,Vino da Mesa de Toledo,Dominio de Valdepusa,84,28.0,Central Spain,Marques de Grinon 1999 Dominio de Valdepusa Cabernet Sauvignon (Vino da Mesa de Toledo),Cabernet Sauvignon,Marques de Grinon
221,221,1999,Italy,Fiano di Avellino,,91,20.0,Southern Italy,Feudi di San Gregorio 1999 Fiano di Avellino,White Blend,Feudi di San Gregorio
222,222,1999,Italy,Brunello di Montalcino,,92,,Tuscany,La Serena 1999 Brunello di Montalcino,Sangiovese,La Serena
223,223,1999,Italy,Morellino di Scansano,,89,20.0,Tuscany,Tenuta Belguardo 1999 Morellino di Scansano,Sangiovese,Tenuta Belguardo
224,224,1999,Chile,,Terrunyo,88,29.0,Casablanca Valley,Concha y Toro 1999 Terrunyo Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Concha y Toro
225,225,1999,France,Cote Rotie,,93,,Rhone Valley,Domaine Clusel-Roch 1999 Cote Rotie,Rhone-style Red Blend,Domaine Clusel-Roch
226,226,1999,Italy,Trento,Riserva del Fondatore,93,90.0,Northeastern Italy,Giulio Ferrari 1999 Riserva del Fondatore Chardonnay (Trento),Chardonnay,Giulio Ferrari
227,227,1999,Chile,,Estate Reserve,87,10.0,Colchagua Valley,La Playa 1999 Estate Reserve Merlot (Colchagua Valley),Merlot,La Playa
228,228,1999,US,Edna Valley,Paragon Vineyard,88,25.0,California,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi
229,229,1999,Chile,,,84,7.0,Maule Valley,Portal Del Alto 1999 Cabernet Sauvignon (Maule Valley),Cabernet Sauvignon,Portal Del Alto
230,230,1999,US,Willamette Valley,Pfeiffer Vineyards,89,40.0,Oregon,King Estate 1999 Pfeiffer Vineyards Pinot Noir (Willamette Valley),Pinot Noir,King Estate
231,231,1999,Italy,Brunello di Montalcino,,92,80.0,Tuscany,Fanti 1999 Brunello di Montalcino,Sangiovese,Fanti
232,232,1999,US,Russian River Valley,Hartford Vineyard,93,34.0,California,Hartford 1999 Hartford Vineyard Zinfandel (Russian River Valley),Zinfandel,Hartford
233,233,1999,US,Rogue Valley,50% CH / 50% SEM,84,15.0,Oregon,Weisinger's of Ashland 1999 50% CH / 50% SEM Semillon-Chardonnay (Rogue Valley),Semillon-Chardonnay,Weisinger's of Ashland
234,234,1999,Italy,Bolgheri,Guado Al Tasso,95,80.0,Tuscany,Antinori 1999 Guado Al Tasso (Bolgheri),Red Blend,Antinori
235,235,1999,New Zealand,,,85,,Canterbury,Morworth Estate 1999 Riesling (Canterbury),Riesling,Morworth Estate
236,236,1999,Portugal,,Late Bottled Vintage,91,35.0,Port,Smith Woodhouse 1999 Late Bottled Vintage (Port),Port,Smith Woodhouse
237,237,1999,Chile,,Reserva,84,9.0,Colchagua Valley,Santa Carolina 1999 Reserva Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Santa Carolina
238,238,1999,South Africa,,,87,14.0,Coastal Region,Glen Carlou 1999 Chardonnay (Coastal Region),Chardonnay,Glen Carlou
239,239,1999,US,Napa Valley,Reserve,87,70.0,California,Sterling 1999 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sterling
240,240,1999,US,Yakima Valley,,86,15.0,Washington,Tefft Cellars 1999 Merlot (Yakima Valley),Merlot,Tefft Cellars
241,241,1999,France,Hermitage,Chevalier de Sterimberg,94,75.0,Rhone Valley,Paul Jaboulet Aine 1999 Chevalier de Sterimberg White (Hermitage),Rhone-style White Blend,Paul Jaboulet Aine
242,243,1999,Australia,Coonawarra,,84,30.0,South Australia,Balnaves of Coonawarra 1999 Chardonnay (Coonawarra),Chardonnay,Balnaves of Coonawarra
243,244,1999,France,Bordeaux Blanc,Reserve,84,9.0,Bordeaux,Marquis de Chasse 1999 Reserve (Bordeaux Blanc),Bordeaux-style White Blend,Marquis de Chasse
244,245,1999,US,Western Connecticut Highlands,Estate Bottled,84,15.0,Connecticut,Hopkins Vineyard 1999 Estate Bottled Chardonnay (Western Connecticut Highlands),Chardonnay,Hopkins Vineyard
245,246,1999,France,Champagne,Grand Cru Brut,86,,Champagne,Pommery 1999 Grand Cru Brut (Champagne),Champagne Blend,Pommery
246,247,1999,Portugal,,Colheita,90,137.0,Moscatel do Douro,Adega de Favaios 1999 Colheita (Moscatel do Douro),Moscatel,Adega de Favaios
247,248,1999,US,Willamette Valley,Croft Vineyard,91,40.0,Oregon,King Estate 1999 Croft Vineyard Pinot Noir (Willamette Valley),Pinot Noir,King Estate
248,249,1999,US,Sonoma Coast,Great Estates,88,22.0,California,Kendall-Jackson 1999 Great Estates Chardonnay (Sonoma Coast),Chardonnay,Kendall-Jackson
249,250,1999,Italy,Toscana,Ceccante,90,43.0,Tuscany,Il Grillesino 1999 Ceccante Sangiovese (Toscana),Sangiovese,Il Grillesino
250,251,1999,US,Napa Valley,,92,40.0,California,Surh Luchtel 1999 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Surh Luchtel
251,252,1999,Canada,Niagara Peninsula,Icewine,91,50.0,Ontario,Henry of Pelham 1999 Icewine Riesling (Niagara Peninsula),Riesling,Henry of Pelham
252,253,1999,Australia,Piccadilly Valley,Tiers Vineyard,89,120.0,South Australia,Petaluma 1999 Tiers Vineyard Chardonnay (Piccadilly Valley),Chardonnay,Petaluma
253,254,1999,US,Carneros,,85,32.0,California,Domaine Danica 1999 Pinot Noir (Carneros),Pinot Noir,Domaine Danica
254,255,1999,Chile,,Prima Reserva,80,13.0,Maipo Valley,De Martino 1999 Prima Reserva Merlot (Maipo Valley),Merlot,De Martino
255,256,1999,France,Champagne,Extra Cuvee de Reserve Vintage Brut,93,103.0,Champagne,Pol Roger 1999 Extra Cuvee de Reserve Vintage Brut (Champagne),Champagne Blend,Pol Roger
256,257,1999,US,Napa Valley,Peterson Family Vineyard,92,48.0,California,Switchback Ridge 1999 Peterson Family Vineyard Merlot (Napa Valley),Merlot,Switchback Ridge
257,258,1999,US,Napa Valley,Tresca,86,60.0,California,Allora 1999 Tresca Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Allora
258,259,1999,US,California,Collage - Zinfandel/Shiraz,87,9.0,California,Kendall-Jackson 1999 Collage - Zinfandel/Shiraz Red (California),Red Blend,Kendall-Jackson
259,260,1999,US,El Dorado,,88,20.0,California,Granite Springs 1999 Petite Sirah (El Dorado),Petite Sirah,Granite Springs
260,261,1999,Chile,,,82,10.0,Casablanca Valley,Veramonte 1999 Merlot (Casablanca Valley),Merlot,Veramonte
261,262,1999,US,North Coast,J. Schram 50 Late Disgorged,97,175.0,California,Schramsberg 1999 J. Schram 50 Late Disgorged (North Coast),Champagne Blend,Schramsberg
262,263,1999,US,Russian River Valley,Dutton Ranch-Sanchietti Vineyard,94,50.0,California,Hartford 1999 Dutton Ranch-Sanchietti Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Hartford
263,264,1999,US,Sonoma Valley,Cherryblock,90,70.0,California,Sebastiani 1999 Cherryblock Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Sebastiani
264,265,1999,Italy,Sardinia,Le Arenarie,88,12.0,Sicily & Sardinia,Sella & Mosca 1999 Le Arenarie Sauvignon Blanc (Sardinia),Sauvignon Blanc,Sella & Mosca
265,266,1999,US,Carneros,Sevens Bench,91,50.0,California,Hartford 1999 Sevens Bench Pinot Noir (Carneros),Pinot Noir,Hartford
266,267,1999,Australia,Australia,Bridgewater Mill,88,15.0,Australia Other,Petaluma 1999 Bridgewater Mill Shiraz (Australia),Shiraz,Petaluma
267,268,1999,Spain,Valdepenas,Gran Reserva,84,15.0,Central Spain,Vina Albali 1999 Gran Reserva Tempranillo (Valdepenas),Tempranillo,Vina Albali
268,269,1999,US,Napa Valley,,86,30.0,California,Stonehedge 1999 Zinfandel (Napa Valley),Zinfandel,Stonehedge
269,270,1999,US,Sonoma County,Sin Zin,82,18.0,California,Alexander Valley Vineyards 1999 Sin Zin Zinfandel (Sonoma County),Zinfandel,Alexander Valley Vineyards
270,271,1999,US,California,Reserve,89,22.0,California,Merryvale 1999 Reserve Sauvignon Blanc (California),Sauvignon Blanc,Merryvale
271,272,1999,South Africa,,Chameleon,83,16.0,Stellenbosch,Jardin 1999 Chameleon White (Stellenbosch),White Blend,Jardin
272,273,1999,US,Columbia Valley (WA),,87,18.0,Washington,Bookwalter 1999 Chardonnay (Columbia Valley (WA)),Chardonnay,Bookwalter
273,274,1999,South Africa,,Estate,90,12.0,Stellenbosch,Morgenhof 1999 Estate Chardonnay (Stellenbosch),Chardonnay,Morgenhof
274,275,1999,South Africa,,Bayview,86,10.0,South Africa,Longridge 1999 Bayview Pinotage (South Africa),Pinotage,Longridge
275,276,1999,US,California,Reserve,84,7.0,California,Corbett Canyon 1999 Reserve Syrah (California),Syrah,Corbett Canyon
276,277,1999,Australia,Western Australia,Mount Barker,85,21.0,Western Australia,Plantagenet 1999 Mount Barker Chardonnay (Western Australia),Chardonnay,Plantagenet
277,278,1999,Italy,Sant'Antimo,Cum Laude,87,35.0,Tuscany,Castello Banfi 1999 Cum Laude Sangiovese (Sant'Antimo),Sangiovese,Castello Banfi
278,279,1999,Australia,Orange,,84,17.0,New South Wales,Logan Australia 1999 Chardonnay (Orange),Chardonnay,Logan Australia
279,280,1999,US,Napa Valley,,85,27.0,California,Surh Luchtel 1999 Zinfandel (Napa Valley),Zinfandel,Surh Luchtel
280,281,1999,Chile,,,84,8.0,Central Valley,Caliterra 1999 Sauvignon Blanc (Central Valley),Sauvignon Blanc,Caliterra
281,282,1999,US,Umpqua Valley,,90,27.0,Oregon,Abacela 1999 Syrah (Umpqua Valley),Syrah,Abacela
282,283,1999,US,Oregon,La Cave Blanche,86,10.0,Oregon,Siskiyou Vineyards 1999 La Cave Blanche White (Oregon),White Blend,Siskiyou Vineyards
283,284,1999,France,Champagne,Cuvee William Deutz Rose Brut,94,170.0,Champagne,Deutz 1999 Cuvee William Deutz Rose Brut (Champagne),Champagne Blend,Deutz
284,285,1999,US,Umpqua Valley,Vintners Blend Red Table Wine,86,11.0,Oregon,Abacela 1999 Vintners Blend Red Table Wine Red (Umpqua Valley),Red Blend,Abacela
285,286,1999,US,Umpqua Valley,,89,29.0,Oregon,Abacela 1999 Tempranillo (Umpqua Valley),Tempranillo,Abacela
286,287,1999,Australia,Limestone Coast,,89,17.0,South Australia,Stonehaven 1999 Chardonnay (Limestone Coast),Chardonnay,Stonehaven
287,288,1999,US,Oregon,Reserve,90,35.0,Oregon,King Estate 1999 Reserve Pinot Noir (Oregon),Pinot Noir,King Estate
288,289,1999,US,Oregon,Eco Wine Cattrall Brothers,80,14.0,Oregon,Amity 1999 Eco Wine Cattrall Brothers Pinot Noir (Oregon),Pinot Noir,Amity
289,290,1999,Chile,,Reserve,83,14.0,Maipo Valley,Santa Ema 1999 Reserve Chardonnay (Maipo Valley),Chardonnay,Santa Ema
290,291,1999,US,Napa Valley,Hudson T Reserve,93,45.0,California,Havens 1999 Hudson T Reserve Syrah (Napa Valley),Syrah,Havens
291,292,1999,France,Muscadet Sevre et Maine,Eleve en FAts de ChAane Neufs,88,30.0,Loire Valley,Chateau du Coing de Saint-Fiacre 1999 Eleve en FAts de ChAane Neufs (Muscadet Sevre et Maine),Melon,Chateau du Coing de Saint-Fiacre
292,293,1999,France,Champagne,Millesime Brut,92,65.0,Champagne,Ayala 1999 Millesime Brut (Champagne),Champagne Blend,Ayala
293,294,1999,US,California,Forest Fire,84,8.0,California,Forest Glen 1999 Forest Fire Chardonnay (California),Chardonnay,Forest Glen
294,295,1999,US,Columbia Valley (WA),Grand Estates,87,11.0,Washington,Columbia Crest 1999 Grand Estates Merlot (Columbia Valley (WA)),Merlot,Columbia Crest
295,296,1999,France,Nuits-St.-Georges,Les Chaliots,87,37.0,Burgundy,Michel Gros 1999 Les Chaliots (Nuits-St.-Georges),Pinot Noir,Michel Gros
296,297,1999,Chile,,Xplorador,85,8.0,Rapel Valley,Concha y Toro 1999 Xplorador Merlot (Rapel Valley),Merlot,Concha y Toro
297,298,1999,US,Willamette Valley,,88,17.0,Oregon,Rex Hill 1999 Chardonnay (Willamette Valley),Chardonnay,Rex Hill
298,299,1999,Italy,Colli Orientali del Friuli,Superiore,91,,Northeastern Italy,Ronchi di Manzano 1999 Superiore Tocai (Colli Orientali del Friuli),Tocai,Ronchi di Manzano
299,300,1999,US,Columbia Valley (WA),,88,15.0,Washington,Columbia Winery 1999 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Columbia Winery
300,301,1999,US,Santa Barbara County,Bien Nacido Vineyard,86,30.0,California,Jaffurs 1999 Bien Nacido Vineyard Syrah (Santa Barbara County),Syrah,Jaffurs
301,302,1999,US,Columbia Valley (WA),,87,22.0,Washington,Gordon Brothers 1999 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Gordon Brothers
302,303,1999,Spain,Tierra de Castilla,Solaz,82,7.0,Central Spain,Osborne 1999 Solaz Red (Tierra de Castilla),Tempranillo Blend,Osborne
303,304,1999,US,Umpqua Valley,,85,15.0,Oregon,Abacela 1999 Malbec (Umpqua Valley),Malbec,Abacela
304,305,1999,France,Champagne,Millesime Brut,90,75.0,Champagne,Laurent-Perrier 1999 Millesime Brut (Champagne),Champagne Blend,Laurent-Perrier
305,306,1999,Chile,,,86,8.0,Central Valley,Caliterra 1999 Chardonnay (Central Valley),Chardonnay,Caliterra
306,307,1999,US,Sonoma County,,89,15.0,California,Kenwood 1999 Chardonnay (Sonoma County),Chardonnay,Kenwood
307,308,1999,US,Napa Valley,Soliloquy,87,18.0,California,Flora Springs 1999 Soliloquy Sauvignon Musque (Napa Valley),Sauvignon Musque,Flora Springs
308,309,1999,US,Amador County,,90,20.0,California,Terre Rouge 1999 Mourvedre (Amador County),Mourvedre,Terre Rouge
309,310,1999,Italy,Alto Adige,,88,10.0,Northeastern Italy,Tolloy 1999 Pinot Grigio (Alto Adige),Pinot Grigio,Tolloy
310,311,1999,US,Long Island,Fresh Red,84,15.0,New York,Channing Daughters 1999 Fresh Red Red (Long Island),Red Blend,Channing Daughters
311,312,1999,Spain,Penedes,Vinya La Scala Gran Reserva,86,55.0,Catalonia,Pago Jean Leon 1999 Vinya La Scala Gran Reserva Cabernet Sauvignon (Penedes),Cabernet Sauvignon,Pago Jean Leon
312,313,1999,US,Sonoma County,Mohrhardt Ridge,87,22.0,California,Wellington 1999 Mohrhardt Ridge Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Wellington
313,314,1999,US,Russian River Valley,Aquarius Ranch,87,21.0,California,McIlroy 1999 Aquarius Ranch Merlot (Russian River Valley),Merlot,McIlroy
314,315,1999,US,Napa Valley,,90,,California,Joseph Phelps 1999 Syrah (Napa Valley),Syrah,Joseph Phelps
315,316,1999,US,Napa Valley,,95,65.0,California,Switchback Ridge 1999 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Switchback Ridge
316,317,1999,US,Santa Lucia Highlands,Garys' Vineyard,88,55.0,California,Coyote Canyon 1999 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Coyote Canyon
317,318,1999,Italy,Chianti Classico,Teuzzo Riserva,86,31.0,Tuscany,Cecchi 1999 Teuzzo Riserva (Chianti Classico),Sangiovese,Cecchi
318,319,1999,Israel,,Valley Wines,83,9.0,Shomron,Carmel 1999 Valley Wines Petite Sirah (Shomron),Petite Sirah,Carmel
319,320,1999,US,Napa Valley,Reserve,91,70.0,California,Sterling 1999 Reserve Merlot (Napa Valley),Merlot,Sterling
320,321,1999,US,Napa Valley,Pritchard Hill Estate Vineyard,92,110.0,California,Chappellet 1999 Pritchard Hill Estate Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Chappellet
321,322,1999,US,Yakima Valley,Ciel du Cheval,90,23.0,Washington,Andrew Will 1999 Ciel du Cheval Sangiovese (Yakima Valley),Sangiovese,Andrew Will
322,323,1999,Italy,Vin Santo del Chianti Classico,,92,47.0,Tuscany,Querciavalle 1999 Vin Santo del Chianti Classico,White Blend,Querciavalle
323,324,1999,Italy,Toscana,,85,28.0,Tuscany,Lucente 1999 Sangiovese (Toscana),Sangiovese,Lucente
324,325,1999,US,Yakima Valley,,86,10.0,Washington,Hyatt 1999 Chardonnay (Yakima Valley),Chardonnay,Hyatt
